first,second
f_Shadow of a Doubt,a_Macdonald Carey
f_Shadow of a Doubt,a_Teresa Wright
f_Shaun of the Dead,a_Kate Ashfield
f_Shaun of the Dead,a_Lucy Davis
f_Shaun of the Dead,a_Nick Frost
f_Shaun of the Dead,a_Simon Pegg
f_Sherlock Holmes,a_Jude Law
f_Sherlock Holmes,a_Mark Strong
f_Sherlock Holmes,a_Rachel McAdams
f_Sherlock Holmes,a_Robert Downey Jr.
f_Sherlock Jr.,a_Buster Keaton
f_Sherlock Jr.,a_Erwin Connelly
f_Sherlock Jr.,a_Joe Keaton
f_Sherlock Jr.,a_Kathryn McGuire
f_Shichinin no samurai,a_Keiko Tsushima
f_Shichinin no samurai,a_Takashi Shimura
f_Shichinin no samurai,a_Toshirô Mifune
f_Shichinin no samurai,a_Yukiko Shimazaki
"f_Shin seiki Evangelion Gekijô-ban: Air/Magokoro wo, kimi ni",a_Kazuya Tsurumaki
"f_Shin seiki Evangelion Gekijô-ban: Air/Magokoro wo, kimi ni",a_Megumi Hayashibara
"f_Shin seiki Evangelion Gekijô-ban: Air/Magokoro wo, kimi ni",a_Megumi Ogata
"f_Shin seiki Evangelion Gekijô-ban: Air/Magokoro wo, kimi ni",a_Yûko Miyamura
f_Shine,a_Armin Mueller-Stahl
f_Shine,a_Geoffrey Rush
f_Shine,a_Justin Braine
f_Shine,a_Sonia Todd
f_Sholay,a_Amitabh Bachchan
f_Sholay,a_Amjad Khan
f_Sholay,a_Dharmendra
f_Sholay,a_Sanjeev Kumar
f_Short Cuts,a_Andie MacDowell
f_Short Cuts,a_Bruce Davison
f_Short Cuts,a_Julianne Moore
f_Short Cuts,a_Tim Robbins
f_Short Term 12,a_Brie Larson
f_Short Term 12,a_Frantz Turner
f_Short Term 12,a_John Gallagher Jr.
f_Short Term 12,a_Kaitlyn Dever
f_Shrek,a_Cameron Diaz
f_Shrek,a_Eddie Murphy
f_Shrek,a_Mike Myers
f_Shrek,a_Vicky Jenson
f_Shutter Island,a_Ben Kingsley
f_Shutter Island,a_Emily Mortimer
f_Shutter Island,a_Leonardo DiCaprio
f_Shutter Island,a_Mark Ruffalo
f_Sicario,a_Benicio Del Toro
f_Sicario,a_Emily Blunt
f_Sicario,a_Jon Bernthal
f_Sicario,a_Josh Brolin
f_Silver Linings Playbook,a_Bradley Cooper
f_Silver Linings Playbook,a_Jacki Weaver
f_Silver Linings Playbook,a_Jennifer Lawrence
f_Silver Linings Playbook,a_Robert De Niro
f_Sin City,a_Clive Owen
f_Sin City,a_Mickey Rourke
f_Sin City,a_Quentin Tarantino
f_Sin City,a_Robert Rodriguez
f_Sing Street,a_Aidan Gillen
f_Sing Street,a_Ferdia Walsh-Peelo
f_Sing Street,a_Jack Reynor
f_Sing Street,a_Maria Doyle Kennedy
f_Singin' in the Rain,a_Debbie Reynolds
f_Singin' in the Rain,a_Donald O'Connor
f_Singin' in the Rain,a_Gene Kelly
f_Skyfall,a_Daniel Craig
f_Skyfall,a_Javier Bardem
f_Skyfall,a_Judi Dench
f_Skyfall,a_Naomie Harris
f_Sleepers,a_Brad Pitt
f_Sleepers,a_Jason Patric
f_Sleepers,a_Kevin Bacon
f_Sleepers,a_Robert De Niro
f_Sleuth,a_Alec Cawthorne
f_Sleuth,a_John Matthews
f_Sleuth,a_Laurence Olivier
f_Sleuth,a_Michael Caine
f_Sling Blade,a_Billy Bob Thornton
f_Sling Blade,a_Dwight Yoakam
f_Sling Blade,a_J.T. Walsh
f_Sling Blade,a_John Ritter
f_Slumdog Millionaire,a_Dev Patel
f_Slumdog Millionaire,a_Freida Pinto
f_Slumdog Millionaire,a_Loveleen Tandan
f_Slumdog Millionaire,a_Saurabh Shukla
f_Smultronstället,a_Bibi Andersson
f_Smultronstället,a_Gunnar Björnstrand
f_Smultronstället,a_Ingrid Thulin
f_Smultronstället,a_Victor Sjöström
f_Snatch,a_Benicio Del Toro
f_Snatch,a_Brad Pitt
f_Snatch,a_Dennis Farina
f_Snatch,a_Jason Statham
f_Solaris,a_Donatas Banionis
f_Solaris,a_Jüri Järvet
f_Solaris,a_Natalya Bondarchuk
f_Solaris,a_Vladislav Dvorzhetskiy
f_Some Like It Hot,a_George Raft
f_Some Like It Hot,a_Jack Lemmon
f_Some Like It Hot,a_Marilyn Monroe
f_Some Like It Hot,a_Tony Curtis
f_Song of the Sea,a_Brendan Gleeson
f_Song of the Sea,a_David Rawle
f_Song of the Sea,a_Fionnula Flanagan
f_Song of the Sea,a_Lisa Hannigan
f_Soorarai Pottru,a_Aparna Balamurali
f_Soorarai Pottru,a_Madhavan
f_Soorarai Pottru,a_Paresh Rawal
f_Soorarai Pottru,a_Suriya
f_Soul,a_Graham Norton
f_Soul,a_Jamie Foxx
f_Soul,a_Kemp Powers
f_Soul,a_Tina Fey
f_Sound of Metal,a_Lauren Ridloff
f_Sound of Metal,a_Olivia Cooke
f_Sound of Metal,a_Paul Raci
f_Sound of Metal,a_Riz Ahmed
"f_South Park: Bigger, Longer & Uncut",a_Isaac Hayes
"f_South Park: Bigger, Longer & Uncut",a_Mary Kay Bergman
"f_South Park: Bigger, Longer & Uncut",a_Matt Stone
"f_South Park: Bigger, Longer & Uncut",a_Trey Parker
f_Spartacus,a_Charles Laughton
f_Spartacus,a_Jean Simmons
f_Spartacus,a_Kirk Douglas
f_Spartacus,a_Laurence Olivier
f_Special Chabbis,a_Akshay Kumar
f_Special Chabbis,a_Anupam Kher
f_Special Chabbis,a_Jimmy Sheirgill
f_Special Chabbis,a_Manoj Bajpayee
f_Spider-Man: Into the Spider-Verse,a_Jake Johnson
f_Spider-Man: Into the Spider-Verse,a_Peter Ramsey
f_Spider-Man: Into the Spider-Verse,a_Rodney Rothman
f_Spider-Man: Into the Spider-Verse,a_Shameik Moore
f_Spoorloos,a_Bernard-Pierre Donnadieu
f_Spoorloos,a_Gene Bervoets
f_Spoorloos,a_Gwen Eckhaus
f_Spoorloos,a_Johanna ter Steege
f_Spotlight,a_Liev Schreiber
f_Spotlight,a_Mark Ruffalo
f_Spotlight,a_Michael Keaton
f_Spotlight,a_Rachel McAdams
f_Stagecoach,a_Andy Devine
f_Stagecoach,a_Claire Trevor
f_Stagecoach,a_John Carradine
f_Stagecoach,a_John Wayne
f_Stalag 17,a_Don Taylor
f_Stalag 17,a_Otto Preminger
f_Stalag 17,a_Robert Strauss
f_Stalag 17,a_William Holden
f_Stalker,a_Aleksandr Kaydanovskiy
f_Stalker,a_Alisa Freyndlikh
f_Stalker,a_Anatoliy Solonitsyn
f_Stalker,a_Nikolay Grinko
f_Stand by Me,a_Corey Feldman
f_Stand by Me,a_Jerry O'Connell
f_Stand by Me,a_River Phoenix
f_Stand by Me,a_Wil Wheaton
f_Star Trek,a_Chris Pine
f_Star Trek,a_Leonard Nimoy
f_Star Trek,a_Simon Pegg
f_Star Trek,a_Zachary Quinto
f_Star Trek II: The Wrath of Khan,a_DeForest Kelley
f_Star Trek II: The Wrath of Khan,a_James Doohan
f_Star Trek II: The Wrath of Khan,a_Leonard Nimoy
f_Star Trek II: The Wrath of Khan,a_William Shatner
f_Star Trek Into Darkness,a_Benedict Cumberbatch
f_Star Trek Into Darkness,a_Chris Pine
f_Star Trek Into Darkness,a_Zachary Quinto
f_Star Trek Into Darkness,a_Zoe Saldana
f_Star Wars,a_Alec Guinness
f_Star Wars,a_Carrie Fisher
f_Star Wars,a_Harrison Ford
f_Star Wars,a_Mark Hamill
f_Star Wars: Episode V - The Empire Strikes Back,a_Billy Dee Williams
f_Star Wars: Episode V - The Empire Strikes Back,a_Carrie Fisher
f_Star Wars: Episode V - The Empire Strikes Back,a_Harrison Ford
f_Star Wars: Episode V - The Empire Strikes Back,a_Mark Hamill
f_Star Wars: Episode VI - Return of the Jedi,a_Billy Dee Williams
f_Star Wars: Episode VI - Return of the Jedi,a_Carrie Fisher
f_Star Wars: Episode VI - Return of the Jedi,a_Harrison Ford
f_Star Wars: Episode VI - Return of the Jedi,a_Mark Hamill
f_Star Wars: Episode VII - The Force Awakens,a_Daisy Ridley
f_Star Wars: Episode VII - The Force Awakens,a_Domhnall Gleeson
f_Star Wars: Episode VII - The Force Awakens,a_John Boyega
f_Star Wars: Episode VII - The Force Awakens,a_Oscar Isaac
f_Stardust,a_Charlie Cox
f_Stardust,a_Claire Danes
f_Stardust,a_Ian McKellen
f_Stardust,a_Sienna Miller
f_Straight Outta Compton,a_Corey Hawkins
f_Straight Outta Compton,a_Jason Mitchell
f_Straight Outta Compton,a_Neil Brown Jr.
f_Straight Outta Compton,a_O'Shea Jackson Jr.
f_Strangers on a Train,a_Farley Granger
f_Strangers on a Train,a_Leo G. Carroll
f_Strangers on a Train,a_Robert Walker
f_Strangers on a Train,a_Ruth Roman
f_Sunrise: A Song of Two Humans,a_Bodil Rosing
f_Sunrise: A Song of Two Humans,a_George O'Brien
f_Sunrise: A Song of Two Humans,a_Janet Gaynor
f_Sunrise: A Song of Two Humans,a_Margaret Livingston
f_Sunset Blvd.,a_Erich von Stroheim
f_Sunset Blvd.,a_Gloria Swanson
f_Sunset Blvd.,a_Nancy Olson
f_Sunset Blvd.,a_William Holden
"f_Swades: We, the People",a_Gayatri Joshi
"f_Swades: We, the People",a_Kishori Ballal
"f_Swades: We, the People",a_Shah Rukh Khan
"f_Swades: We, the People",a_Smit Sheth
f_Sweet Smell of Success,a_Burt Lancaster
f_Sweet Smell of Success,a_Martin Milner
f_Sweet Smell of Success,a_Susan Harrison
f_Sweet Smell of Success,a_Tony Curtis
"f_Synecdoche, New York",a_Catherine Keener
"f_Synecdoche, New York",a_Michelle Williams
"f_Synecdoche, New York",a_Philip Seymour Hoffman
"f_Synecdoche, New York",a_Samantha Morton
f_Taare Zameen Par,a_Aamir Khan
f_Taare Zameen Par,a_Amole Gupte
f_Taare Zameen Par,a_Darsheel Safary
f_Taare Zameen Par,a_Tisca Chopra
f_Taegukgi hwinalrimyeo,a_Eun-ju Lee
f_Taegukgi hwinalrimyeo,a_Hyeong-jin Kong
f_Taegukgi hwinalrimyeo,a_Jang Dong-Gun
f_Taegukgi hwinalrimyeo,a_Won Bin
f_Taken,a_Famke Janssen
f_Taken,a_Leland Orser
f_Taken,a_Liam Neeson
f_Taken,a_Maggie Grace
f_Talvar,a_Irrfan Khan
f_Talvar,a_Konkona Sen Sharma
f_Talvar,a_Neeraj Kabi
f_Talvar,a_Sohum Shah
f_Tangled,a_Byron Howard
f_Tangled,a_Donna Murphy
f_Tangled,a_Mandy Moore
f_Tangled,a_Zachary Levi
f_Taxi Driver,a_Albert Brooks
f_Taxi Driver,a_Cybill Shepherd
f_Taxi Driver,a_Jodie Foster
f_Taxi Driver,a_Robert De Niro
f_Tengoku to jigoku,a_Kyôko Kagawa
f_Tengoku to jigoku,a_Tatsuya Nakadai
f_Tengoku to jigoku,a_Toshirô Mifune
f_Tengoku to jigoku,a_Yutaka Sada
f_Tenkû no shiro Rapyuta,a_Keiko Yokozawa
f_Tenkû no shiro Rapyuta,a_Kotoe Hatsui
f_Tenkû no shiro Rapyuta,a_Mayumi Tanaka
f_Tenkû no shiro Rapyuta,a_Minori Terada
f_Terminator 2: Judgment Day,a_Arnold Schwarzenegger
f_Terminator 2: Judgment Day,a_Edward Furlong
f_Terminator 2: Judgment Day,a_Linda Hamilton
f_Terminator 2: Judgment Day,a_Robert Patrick
f_The 39 Steps,a_Godfrey Tearle
f_The 39 Steps,a_Lucie Mannheim
f_The 39 Steps,a_Madeleine Carroll
f_The 39 Steps,a_Robert Donat
f_The Adventures of Robin Hood,a_Basil Rathbone
f_The Adventures of Robin Hood,a_Errol Flynn
f_The Adventures of Robin Hood,a_Olivia de Havilland
f_The Adventures of Robin Hood,a_William Keighley
f_The African Queen,a_Humphrey Bogart
f_The African Queen,a_Katharine Hepburn
f_The African Queen,a_Peter Bull
f_The African Queen,a_Robert Morley
f_The Apartment,a_Fred MacMurray
f_The Apartment,a_Jack Lemmon
f_The Apartment,a_Ray Walston
f_The Apartment,a_Shirley MacLaine
f_The Artist,a_Bérénice Bejo
f_The Artist,a_James Cromwell
f_The Artist,a_Jean Dujardin
f_The Artist,a_John Goodman
f_The Avengers,a_Chris Evans
f_The Avengers,a_Jeremy Renner
f_The Avengers,a_Robert Downey Jr.
f_The Avengers,a_Scarlett Johansson
f_The Best Years of Our Lives,a_Dana Andrews
f_The Best Years of Our Lives,a_Fredric March
f_The Best Years of Our Lives,a_Myrna Loy
f_The Best Years of Our Lives,a_Teresa Wright
f_The Big Lebowski,a_Ethan Coen
f_The Big Lebowski,a_Jeff Bridges
f_The Big Lebowski,a_John Goodman
f_The Big Lebowski,a_Julianne Moore
f_The Big Short,a_Brad Pitt
f_The Big Short,a_Christian Bale
f_The Big Short,a_Ryan Gosling
f_The Big Short,a_Steve Carell
f_The Big Sleep,a_Humphrey Bogart
f_The Big Sleep,a_John Ridgely
f_The Big Sleep,a_Lauren Bacall
f_The Big Sleep,a_Martha Vickers
f_The Birds,a_Jessica Tandy
f_The Birds,a_Rod Taylor
f_The Birds,a_Suzanne Pleshette
f_The Birds,a_Tippi Hedren
f_The Blind Side,a_Jae Head
f_The Blind Side,a_Quinton Aaron
f_The Blind Side,a_Sandra Bullock
f_The Blind Side,a_Tim McGraw
f_The Blues Brothers,a_Cab Calloway
f_The Blues Brothers,a_Dan Aykroyd
f_The Blues Brothers,a_John Belushi
f_The Blues Brothers,a_John Candy
f_The Boondock Saints,a_David Della Rocco
f_The Boondock Saints,a_Norman Reedus
f_The Boondock Saints,a_Sean Patrick Flanery
f_The Boondock Saints,a_Willem Dafoe
f_The Bourne Identity,a_Chris Cooper
f_The Bourne Identity,a_Clive Owen
f_The Bourne Identity,a_Franka Potente
f_The Bourne Identity,a_Matt Damon
f_The Bourne Supremacy,a_Brian Cox
f_The Bourne Supremacy,a_Franka Potente
f_The Bourne Supremacy,a_Joan Allen
f_The Bourne Supremacy,a_Matt Damon
f_The Bourne Ultimatum,a_Edgar Ramírez
f_The Bourne Ultimatum,a_Joan Allen
f_The Bourne Ultimatum,a_Julia Stiles
f_The Bourne Ultimatum,a_Matt Damon
f_The Boy in the Striped Pyjamas,a_Asa Butterfield
f_The Boy in the Striped Pyjamas,a_David Thewlis
f_The Boy in the Striped Pyjamas,a_Rupert Friend
f_The Boy in the Striped Pyjamas,a_Zac Mattoon O'Brien
f_The Breakfast Club,a_Ally Sheedy
f_The Breakfast Club,a_Emilio Estevez
f_The Breakfast Club,a_Judd Nelson
f_The Breakfast Club,a_Molly Ringwald
f_The Bridge on the River Kwai,a_Alec Guinness
f_The Bridge on the River Kwai,a_Jack Hawkins
f_The Bridge on the River Kwai,a_Sessue Hayakawa
f_The Bridge on the River Kwai,a_William Holden
f_The Bridges of Madison County,a_Annie Corley
f_The Bridges of Madison County,a_Clint Eastwood
f_The Bridges of Madison County,a_Meryl Streep
f_The Bridges of Madison County,a_Victor Slezak
f_The Broken Circle Breakdown,a_Geert Van Rampelberg
f_The Broken Circle Breakdown,a_Johan Heldenbergh
f_The Broken Circle Breakdown,a_Nell Cattrysse
f_The Broken Circle Breakdown,a_Veerle Baetens
f_The Butterfly Effect,a_Amy Smart
f_The Butterfly Effect,a_Ashton Kutcher
f_The Butterfly Effect,a_J. Mackye Gruber
f_The Butterfly Effect,a_Melora Walters
f_The Circus,a_Al Ernest Garcia
f_The Circus,a_Charles Chaplin
f_The Circus,a_Harry Crocker
f_The Circus,a_Merna Kennedy
f_The Color Purple,a_Danny Glover
f_The Color Purple,a_Margaret Avery
f_The Color Purple,a_Oprah Winfrey
f_The Color Purple,a_Whoopi Goldberg
f_The Conversation,a_Allen Garfield
f_The Conversation,a_Frederic Forrest
f_The Conversation,a_Gene Hackman
f_The Conversation,a_John Cazale
f_The Count of Monte Cristo,a_Christopher Adamson
f_The Count of Monte Cristo,a_Guy Pearce
f_The Count of Monte Cristo,a_JB Blanc
f_The Count of Monte Cristo,a_Jim Caviezel
f_The Curious Case of Benjamin Button,a_Brad Pitt
f_The Curious Case of Benjamin Button,a_Cate Blanchett
f_The Curious Case of Benjamin Button,a_Julia Ormond
f_The Curious Case of Benjamin Button,a_Tilda Swinton
f_The Dark Knight,a_Aaron Eckhart
f_The Dark Knight,a_Christian Bale
f_The Dark Knight,a_Heath Ledger
f_The Dark Knight,a_Michael Caine
f_The Dark Knight Rises,a_Anne Hathaway
f_The Dark Knight Rises,a_Christian Bale
f_The Dark Knight Rises,a_Gary Oldman
f_The Dark Knight Rises,a_Tom Hardy
f_The Day of the Jackal,a_Alan Badel
f_The Day of the Jackal,a_Edward Fox
f_The Day of the Jackal,a_Michel Auclair
f_The Day of the Jackal,a_Terence Alexander
f_The Day the Earth Stood Still,a_Hugh Marlowe
f_The Day the Earth Stood Still,a_Michael Rennie
f_The Day the Earth Stood Still,a_Patricia Neal
f_The Day the Earth Stood Still,a_Sam Jaffe
f_The Deer Hunter,a_Christopher Walken
f_The Deer Hunter,a_John Cazale
f_The Deer Hunter,a_John Savage
f_The Deer Hunter,a_Robert De Niro
f_The Departed,a_Jack Nicholson
f_The Departed,a_Leonardo DiCaprio
f_The Departed,a_Mark Wahlberg
f_The Departed,a_Matt Damon
f_The Dirty Dozen,a_Charles Bronson
f_The Dirty Dozen,a_Ernest Borgnine
f_The Dirty Dozen,a_John Cassavetes
f_The Dirty Dozen,a_Lee Marvin
f_The Elephant Man,a_Anne Bancroft
f_The Elephant Man,a_Anthony Hopkins
f_The Elephant Man,a_John Gielgud
f_The Elephant Man,a_John Hurt
f_The Exorcist,a_Ellen Burstyn
f_The Exorcist,a_Lee J. Cobb
f_The Exorcist,a_Linda Blair
f_The Exorcist,a_Max von Sydow
f_The Fall,a_Catinca Untaru
f_The Fall,a_Justine Waddell
f_The Fall,a_Kim Uylenbroek
f_The Fall,a_Lee Pace
f_The Fault in Our Stars,a_Ansel Elgort
f_The Fault in Our Stars,a_Laura Dern
f_The Fault in Our Stars,a_Nat Wolff
f_The Fault in Our Stars,a_Shailene Woodley
f_The Fifth Element,a_Bruce Willis
f_The Fifth Element,a_Gary Oldman
f_The Fifth Element,a_Ian Holm
f_The Fifth Element,a_Milla Jovovich
f_The Fighter,a_Amy Adams
f_The Fighter,a_Christian Bale
f_The Fighter,a_Mark Wahlberg
f_The Fighter,a_Melissa Leo
f_The Florida Project,a_Bria Vinaite
f_The Florida Project,a_Brooklynn Prince
f_The Florida Project,a_Christopher Rivera
f_The Florida Project,a_Willem Dafoe
f_The French Connection,a_Fernando Rey
f_The French Connection,a_Gene Hackman
f_The French Connection,a_Roy Scheider
f_The French Connection,a_Tony Lo Bianco
f_The Fugitive,a_Harrison Ford
f_The Fugitive,a_Julianne Moore
f_The Fugitive,a_Sela Ward
f_The Fugitive,a_Tommy Lee Jones
f_The Game,a_Deborah Kara Unger
f_The Game,a_James Rebhorn
f_The Game,a_Michael Douglas
f_The Game,a_Sean Penn
f_The General,a_Buster Keaton
f_The General,a_Glen Cavender
f_The General,a_Marion Mack
f_The Gentlemen,a_Charlie Hunnam
f_The Gentlemen,a_Jeremy Strong
f_The Gentlemen,a_Matthew McConaughey
f_The Gentlemen,a_Michelle Dockery
f_The Girl with the Dragon Tattoo,a_Christopher Plummer
f_The Girl with the Dragon Tattoo,a_Daniel Craig
f_The Girl with the Dragon Tattoo,a_Rooney Mara
f_The Girl with the Dragon Tattoo,a_Stellan Skarsgård
f_The Godfather,a_Al Pacino
f_The Godfather,a_Diane Keaton
f_The Godfather,a_James Caan
f_The Godfather,a_Marlon Brando
f_The Godfather: Part II,a_Al Pacino
f_The Godfather: Part II,a_Diane Keaton
f_The Godfather: Part II,a_Robert De Niro
f_The Godfather: Part II,a_Robert Duvall
f_The Godfather: Part III,a_Al Pacino
f_The Godfather: Part III,a_Andy Garcia
f_The Godfather: Part III,a_Diane Keaton
f_The Godfather: Part III,a_Talia Shire
f_The Gold Rush,a_Charles Chaplin
f_The Gold Rush,a_Henry Bergman
f_The Gold Rush,a_Mack Swain
f_The Gold Rush,a_Tom Murray
f_The Goonies,a_Corey Feldman
f_The Goonies,a_Jeff Cohen
f_The Goonies,a_Josh Brolin
f_The Goonies,a_Sean Astin
f_The Graduate,a_Anne Bancroft
f_The Graduate,a_Dustin Hoffman
f_The Graduate,a_Katharine Ross
f_The Graduate,a_William Daniels
f_The Grand Budapest Hotel,a_Adrien Brody
f_The Grand Budapest Hotel,a_F. Murray Abraham
f_The Grand Budapest Hotel,a_Mathieu Amalric
f_The Grand Budapest Hotel,a_Ralph Fiennes
f_The Grapes of Wrath,a_Charley Grapewin
f_The Grapes of Wrath,a_Henry Fonda
f_The Grapes of Wrath,a_Jane Darwell
f_The Grapes of Wrath,a_John Carradine
f_The Great Dictator,a_Charles Chaplin
f_The Great Dictator,a_Jack Oakie
f_The Great Dictator,a_Paulette Goddard
f_The Great Dictator,a_Reginald Gardiner
f_The Great Escape,a_Charles Bronson
f_The Great Escape,a_James Garner
f_The Great Escape,a_Richard Attenborough
f_The Great Escape,a_Steve McQueen
f_The Green Mile,a_Bonnie Hunt
f_The Green Mile,a_David Morse
f_The Green Mile,a_Michael Clarke Duncan
f_The Green Mile,a_Tom Hanks
f_The Hangover,a_Bradley Cooper
f_The Hangover,a_Ed Helms
f_The Hangover,a_Justin Bartha
f_The Hangover,a_Zach Galifianakis
f_The Hateful Eight,a_Jennifer Jason Leigh
f_The Hateful Eight,a_Kurt Russell
f_The Hateful Eight,a_Samuel L. Jackson
f_The Hateful Eight,a_Walton Goggins
f_The Help,a_Bryce Dallas Howard
f_The Help,a_Emma Stone
f_The Help,a_Octavia Spencer
f_The Help,a_Viola Davis
f_The Hobbit: An Unexpected Journey,a_Andy Serkis
f_The Hobbit: An Unexpected Journey,a_Ian McKellen
f_The Hobbit: An Unexpected Journey,a_Martin Freeman
f_The Hobbit: An Unexpected Journey,a_Richard Armitage
f_The Hobbit: The Desolation of Smaug,a_Ian McKellen
f_The Hobbit: The Desolation of Smaug,a_Ken Stott
f_The Hobbit: The Desolation of Smaug,a_Martin Freeman
f_The Hobbit: The Desolation of Smaug,a_Richard Armitage
f_The Hurricane,a_Deborah Kara Unger
f_The Hurricane,a_Denzel Washington
f_The Hurricane,a_Liev Schreiber
f_The Hurricane,a_Vicellous Shannon
f_The Hustler,a_George C. Scott
f_The Hustler,a_Jackie Gleason
f_The Hustler,a_Paul Newman
f_The Hustler,a_Piper Laurie
f_The Illusionist,a_Edward Norton
f_The Illusionist,a_Jessica Biel
f_The Illusionist,a_Paul Giamatti
f_The Illusionist,a_Rufus Sewell
f_The Imitation Game,a_Allen Leech
f_The Imitation Game,a_Benedict Cumberbatch
f_The Imitation Game,a_Keira Knightley
f_The Imitation Game,a_Matthew Goode
f_The Incredibles,a_Craig T. Nelson
f_The Incredibles,a_Holly Hunter
f_The Incredibles,a_Jason Lee
f_The Incredibles,a_Samuel L. Jackson
f_The Innocents,a_Deborah Kerr
f_The Innocents,a_Megs Jenkins
f_The Innocents,a_Michael Redgrave
f_The Innocents,a_Peter Wyngarde
f_The Insider,a_Al Pacino
f_The Insider,a_Christopher Plummer
f_The Insider,a_Diane Venora
f_The Insider,a_Russell Crowe
f_The Intouchables,a_Anne Le Ny
f_The Intouchables,a_François Cluzet
f_The Intouchables,a_Omar Sy
f_The Intouchables,a_Éric Toledano
f_The Invisible Man,a_Claude Rains
f_The Invisible Man,a_Gloria Stuart
f_The Invisible Man,a_Henry Travers
f_The Invisible Man,a_William Harrigan
f_The Irishman,a_Al Pacino
f_The Irishman,a_Harvey Keitel
f_The Irishman,a_Joe Pesci
f_The Irishman,a_Robert De Niro
f_The Iron Giant,a_Eli Marienthal
f_The Iron Giant,a_Harry Connick Jr.
f_The Iron Giant,a_Jennifer Aniston
f_The Iron Giant,a_Vin Diesel
f_The Jungle Book,a_Bruce Reitherman
f_The Jungle Book,a_Louis Prima
f_The Jungle Book,a_Phil Harris
f_The Jungle Book,a_Sebastian Cabot
f_The Kid,a_Carl Miller
f_The Kid,a_Charles Chaplin
f_The Kid,a_Edna Purviance
f_The Kid,a_Jackie Coogan
f_The Killing,a_Coleen Gray
f_The Killing,a_Jay C. Flippen
f_The Killing,a_Sterling Hayden
f_The Killing,a_Vince Edwards
f_The Killing Fields,a_Haing S. Ngor
f_The Killing Fields,a_John Malkovich
f_The Killing Fields,a_Julian Sands
f_The Killing Fields,a_Sam Waterston
f_The King of Comedy,a_Diahnne Abbott
f_The King of Comedy,a_Jerry Lewis
f_The King of Comedy,a_Robert De Niro
f_The King of Comedy,a_Sandra Bernhard
f_The King's Speech,a_Colin Firth
f_The King's Speech,a_Derek Jacobi
f_The King's Speech,a_Geoffrey Rush
f_The King's Speech,a_Helena Bonham Carter
f_The Lady Vanishes,a_Margaret Lockwood
f_The Lady Vanishes,a_May Whitty
f_The Lady Vanishes,a_Michael Redgrave
f_The Lady Vanishes,a_Paul Lukas
f_The Ladykillers,a_Alec Guinness
f_The Ladykillers,a_Cecil Parker
f_The Ladykillers,a_Herbert Lom
f_The Ladykillers,a_Peter Sellers
f_The Last Emperor,a_Joan Chen
f_The Last Emperor,a_John Lone
f_The Last Emperor,a_Peter O'Toole
f_The Last Emperor,a_Ruocheng Ying
f_The Last King of Scotland,a_Forest Whitaker
f_The Last King of Scotland,a_Gillian Anderson
f_The Last King of Scotland,a_James McAvoy
f_The Last King of Scotland,a_Kerry Washington
f_The Last Picture Show,a_Ben Johnson
f_The Last Picture Show,a_Cybill Shepherd
f_The Last Picture Show,a_Jeff Bridges
f_The Last Picture Show,a_Timothy Bottoms
f_The Last Samurai,a_Billy Connolly
f_The Last Samurai,a_Ken Watanabe
f_The Last Samurai,a_Tom Cruise
f_The Last Samurai,a_William Atherton
f_The Last of the Mohicans,a_Daniel Day-Lewis
f_The Last of the Mohicans,a_Eric Schweig
f_The Last of the Mohicans,a_Madeleine Stowe
